"GEO_ID","NAME","GEO_ID_F","NAICS2017","NAICS2017_LABEL","NAICS2017_F","LFO","LFO_LABEL","EMPSZES","EMPSZES_LABEL","YEAR","ESTAB","ESTAB_F","PAYANN","PAYANN_F","PAYANN_N","PAYANN_N_F","PAYQTR1","PAYQTR1_F","PAYQTR1_N","PAYQTR1_N_F","EMP","EMP_F","EMP_N","EMP_N_F",
"0500000US29055","Crawford County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","5","null","224","null","G","G","54","null","G","G","13","null","J","J",
"0500000US29055","Crawford County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29069","Dunklin County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","6","null","1519","null","H","H","333","null","H","H","58","null","H","H",
"0500000US29069","Dunklin County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29077","Greene County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","18","null","3941","null","H","H","907","null","H","H","176","null","H","H",
"0500000US29077","Greene County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","7","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29077","Greene County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","7","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29091","Howell County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","5","null","272","null","H","H","58","null","G","G","21","null","J","J",
"0500000US29091","Howell County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29095","Jackson County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","58","null","9020","null","G","G","1980","null","G","G","359","null","G","G",
"0500000US29095","Jackson County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","28","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29095","Jackson County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","20","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29095","Jackson County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","7","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29095","Jackson County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","241","Establishments with 20 to 49 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29097","Jasper County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","13","null","1309","null","G","G","294","null","G","G","78","null","H","H",
"0500000US29097","Jasper County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","7","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29097","Jasper County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29099","Jefferson County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","5","null","478","null","H","H","100","null","J","J","16","null","G","G",
"0500000US29099","Jefferson County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29101","Johnson County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","378","null","H","H","82","null","H","H","22","null","H","H",
"0500000US29105","Laclede County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","241","null","H","H","45","null","G","G","9","null","J","J",
"0500000US29107","Lafayette County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","131","null","G","G","15","null","J","J","4","null","J","J",
"0500000US29107","Lafayette County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29113","Lincoln County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","143","null","G","G","43","null","H","H","17","null","J","J",
"0500000US29119","McDonald County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","997","null","H","H","196","null","H","H","40","null","H","H",
"0500000US29119","McDonald County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29145","Newton County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","9","null","538","null","G","G","124","null","G","G","26","null","G","G",
"0500000US29145","Newton County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","8","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29149","Oregon County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","277","null","G","G","64","null","G","G","17","null","G","G",
"0500000US29161","Phelps County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","299","null","H","H","66","null","H","H","21","null","J","J",
"0500000US29161","Phelps County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29165","Platte County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","5","null","339","null","G","G","49","null","J","J","13","null","J","J",
"0500000US29165","Platte County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29177","Ray County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","156","null","G","G","39","null","J","J","11","null","J","J",
"0500000US29179","Reynolds County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","103","null","H","H","52","null","G","G","7","null","J","J",
"0500000US29179","Reynolds County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29183","St. Charles County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","27","null","1699","null","G","G","394","null","G","G","76","null","G","G",
"0500000US29183","St. Charles County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","22","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29183","St. Charles County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29189","St. Louis County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","96","null","10972","null","G","G","2467","null","G","G","438","null","H","H",
"0500000US29189","St. Louis County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","70","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29189","St. Louis County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","13","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29189","St. Louis County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","9","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29189","St. Louis County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","241","Establishments with 20 to 49 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29213","Taney County, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","1303","null","G","G","291","null","G","G","57","null","G","G",
"0500000US29510","St. Louis city, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","15","null","1600","null","G","G","371","null","G","G","67","null","H","H",
"0500000US29510","St. Louis city, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","11","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US29510","St. Louis city, Missouri","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US30013","Cascade County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","6","null","473","null","G","G","131","null","H","H","24","null","J","J",
"0500000US30013","Cascade County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US30029","Flathead County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","8","null","1900","null","G","G","306","null","G","G","52","null","G","G",
"0500000US30029","Flathead County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US30031","Gallatin County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","7","null","1890","null","G","G","409","null","G","G","49","null","J","J",
"0500000US30031","Gallatin County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US30049","Lewis and Clark County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","526","null","G","G","117","null","G","G","15","null","G","G",
"0500000US30053","Lincoln County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","5","null","252","null","H","H","65","null","H","H","17","null","J","J",
"0500000US30053","Lincoln County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US30057","Madison County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","97","null","H","H","6","null","J","J","2","null","J","J",
"0500000US30057","Madison County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US30063","Missoula County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","7","null","1095","null","G","G","275","null","H","H","48","null","J","J",
"0500000US30063","Missoula County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US30089","Sanders County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","82","null","G","G","24","null","G","G","6","null","G","G",
"0500000US30089","Sanders County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US30111","Yellowstone County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","9","null","3159","null","G","G","785","null","G","G","129","null","G","G",
"0500000US30111","Yellowstone County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US30111","Yellowstone County, Montana","null","4453","Beer, wine, and liquor stores","null","001","All establishments","241","Establishments with 20 to 49 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US31019","Buffalo County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","562","null","J","J","124","null","J","J","15","null","J","J",
"0500000US31021","Burt County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","45","null","H","H","9","null","J","J","5","null","J","J",
"0500000US31021","Burt County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US31029","Chase County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","54","null","G","G","14","null","G","G","13","null","G","G",
"0500000US31047","Dawson County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","165","null","G","G","35","null","H","H","8","null","G","G",
"0500000US31047","Dawson County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US31055","Douglas County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","24","null","2635","null","G","G","468","null","G","G","89","null","J","J",
"0500000US31055","Douglas County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","17","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US31055","Douglas County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US31055","Douglas County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US31109","Lancaster County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","22","null","2693","null","G","G","578","null","G","G","128","null","G","G",
"0500000US31109","Lancaster County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","12","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US31109","Lancaster County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US31109","Lancaster County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US31111","Lincoln County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","9","null","678","null","H","H","136","null","G","G","39","null","G","G",
"0500000US31111","Lincoln County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","6","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US31119","Madison County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","445","null","J","J","90","null","H","H","24","null","G","G",
"0500000US31145","Red Willow County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","111","null","G","G","51","null","J","J","24","null","H","H",
"0500000US31153","Sarpy County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","184","null","G","G","40","null","G","G","15","null","G","G",
"0500000US31153","Sarpy County, Nebraska","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32003","Clark County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","104","null","26614","null","G","G","6259","null","G","G","950","null","G","G",
"0500000US32003","Clark County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","42","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32003","Clark County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","29","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32003","Clark County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","21","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32003","Clark County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","241","Establishments with 20 to 49 employees","2020","11","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32005","Douglas County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","5","null","389","null","G","G","79","null","G","G","15","null","G","G",
"0500000US32005","Douglas County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32007","Elko County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","118","null","G","G","29","null","G","G","7","null","J","J",
"0500000US32007","Elko County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32019","Lyon County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","141","null","H","H","36","null","H","H","9","null","G","G",
"0500000US32019","Lyon County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32023","Nye County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","66","null","H","H","24","null","H","H","5","null","G","G",
"0500000US32023","Nye County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32031","Washoe County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","23","null","4535","null","G","G","1118","null","G","G","200","null","G","G",
"0500000US32031","Washoe County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","8","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32031","Washoe County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","10","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32031","Washoe County, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US32510","Carson City, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","5","null","325","null","G","G","77","null","G","G","17","null","J","J",
"0500000US32510","Carson City, Nevada","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33001","Belknap County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","844","null","J","J","205","null","J","J","21","null","J","J",
"0500000US33003","Carroll County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","6","null","911","null","J","J","218","null","J","J","36","null","J","J",
"0500000US33003","Carroll County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33005","Cheshire County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","8","null","1525","null","J","J","348","null","J","J","57","null","J","J",
"0500000US33005","Cheshire County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33005","Cheshire County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33007","Coos County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","6","null","664","null","J","J","149","null","J","J","21","null","J","J",
"0500000US33007","Coos County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","6","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33009","Grafton County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","12","null","1890","null","J","J","434","null","J","J","75","null","J","J",
"0500000US33009","Grafton County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","6","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33009","Grafton County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33011","Hillsborough County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","21","null","4339","null","J","J","957","null","J","J","191","null","J","J",
"0500000US33011","Hillsborough County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33011","Hillsborough County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","10","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33011","Hillsborough County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33013","Merrimack County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","9","null","2411","null","J","J","553","null","J","J","115","null","J","J",
"0500000US33013","Merrimack County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33015","Rockingham County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","20","null","5972","null","J","J","1319","null","J","J","271","null","J","J",
"0500000US33015","Rockingham County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33015","Rockingham County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","8","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33015","Rockingham County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33015","Rockingham County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","241","Establishments with 20 to 49 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33017","Strafford County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","7","null","1002","null","J","J","236","null","J","J","34","null","H","H",
"0500000US33017","Strafford County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US33017","Strafford County, New Hampshire","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34001","Atlantic County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","59","null","10814","null","G","G","2394","null","G","G","421","null","G","G",
"0500000US34001","Atlantic County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","27","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34001","Atlantic County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","19","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34001","Atlantic County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","8","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34001","Atlantic County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","241","Establishments with 20 to 49 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34003","Bergen County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","169","null","24741","null","G","G","5443","null","G","G","978","null","G","G",
"0500000US34003","Bergen County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","110","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34003","Bergen County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","36","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34003","Bergen County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","15","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34003","Bergen County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","241","Establishments with 20 to 49 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34003","Bergen County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","242","Establishments with 50 to 99 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34005","Burlington County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","61","null","12273","null","G","G","2943","null","G","G","557","null","G","G",
"0500000US34005","Burlington County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","27","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34005","Burlington County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","13","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34005","Burlington County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","14","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34005","Burlington County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","241","Establishments with 20 to 49 employees","2020","6","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34007","Camden County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","93","null","22748","null","G","G","4544","null","G","G","650","null","G","G",
"0500000US34007","Camden County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","52","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US34007","Camden County, New Jersey","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","24","null","N","N","N","N","N","N","N","N","N","N","N","N",
